----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 44 	Run Time: 2 
[0:011.5] Process: P28, Page Referenced: 10, Page-in-memory: 23
[0:011.5] Process: P59, Page Referenced: 2, Page-in-memory: 36
[0:011.5] Process: P99, Page Referenced: 3, Page-in-memory: 11, Process Evicted: 23
[0:011.5] Process: P115, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: P16, Page Referenced: 4, Page-in-memory: 54
[0:011.5] Process: P36, Page Referenced: 3, Page-in-memory: 7
[0:011.5] Process: P79, Page Referenced: 13, Page-in-memory: 59
[0:011.5] Process: P86, Page Referenced: 12, Page-in-memory: 12, Process Evicted: 23
[0:011.5] Process: P92, Page Referenced: 11, Page-in-memory: 13, Process Evicted: 133
[0:011.5] Process: P33, Page Referenced: 20, Page-in-memory: 14, Process Evicted: 7
[0:011.5] Process: P128, Page Referenced: 2, Page-in-memory: 15, Process Evicted: 7
[0:011.6] Process: P20, Page Referenced: 1, Page-in-memory: 86
[0:011.6] Process: P88, Page Referenced: 23, Page-in-memory: 16, Process Evicted: 20
[0:011.6] Process: P28, Page Referenced: 8, Page-in-memory: 49
[0:011.6] Process: P59, Page Referenced: 1, Page-in-memory: 68
[0:011.6] Process: P99, Page Referenced: 4, Page-in-memory: 5
[0:011.6] Process: P115, Exit, Size: 31, Service Duration: 2
Memory-map: P128P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P133P7P9P20P7P9P28P59P9P28P99P88P7P9P28P99P115P88P28P59P99P115P88P9P59P88P99P15P88P7P9P115P28P115P16P9P28P16P88P9P115P36P79P121P9P28P115P36P86P88P9P59P16P36P86P92P79P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:011.6] Process: P16, Page Referenced: 4, Page-in-memory: 54
[0:011.6] Process: P36, Page Referenced: 10, Page-in-memory: 17, Process Evicted: 133
[0:011.6] Process: P79, Page Referenced: 13, Page-in-memory: 59
[0:011.6] Process: P86, Page Referenced: 11, Page-in-memory: 18, Process Evicted: 7
[0:011.6] Process: P92, Page Referenced: 10, Page-in-memory: 19, Process Evicted: 9
[0:011.6] Process: P33, Page Referenced: 30, Page-in-memory: 20, Process Evicted: 20
[0:011.6] Process: P128, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: P20, Page Referenced: 2, Page-in-memory: 93
[0:011.7] Process: P88, Page Referenced: 27, Page-in-memory: 21, Process Evicted: 7
[0:011.7] Process: P28, Page Referenced: 10, Page-in-memory: 23
[0:011.7] Process: P59, Page Referenced: 3, Page-in-memory: 41
[0:011.7] Process: P99, Page Referenced: 14, Page-in-memory: 96
[0:011.7] Process: P16, Page Referenced: 5, Page-in-memory: 22, Process Evicted: 9
[0:011.7] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:011.7] Process: P79, Page Referenced: 16, Page-in-memory: 73
[0:011.7] Process: P86, Page Referenced: 16, Page-in-memory: 65
[0:011.7] Process: P92, Page Referenced: 9, Page-in-memory: 23, Process Evicted: 28
[0:011.7] Process: P33, Page Referenced: 30, Page-in-memory: 20
[0:011.7] Process: P128, Page Referenced: 16, Page-in-memory: 24, Process Evicted: 59
[0:011.8] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:011.8] Process: P88, Page Referenced: 26, Page-in-memory: 1
[0:011.8] Process: P28, Page Referenced: 3, Page-in-memory: 31
[0:011.8] Process: P59, Page Referenced: 3, Page-in-memory: 41
[0:011.8] Process: P99, Page Referenced: 3, Page-in-memory: 11
[0:011.8] Process: P16, Page Referenced: 5, Page-in-memory: 22
[0:011.8] Process: P36, Page Referenced: 7, Page-in-memory: 70
[0:011.8] Process: P79, Page Referenced: 17, Page-in-memory: 85
[0:011.8] Process: P86, Page Referenced: 4, Page-in-memory: 25, Process Evicted: 9
[0:011.8] Process: P92, Page Referenced: 1, Page-in-memory: 80
[0:011.8] Process: P33, Page Referenced: 19, Page-in-memory: 26, Process Evicted: 28
[0:011.8] Process: P128, Page Referenced: 16, Page-in-memory: 24
[0:011.9] Process: P20, Page Referenced: 2, Page-in-memory: 93
[0:011.9] Process: P88, Page Referenced: 26, Page-in-memory: 1
[0:011.9] Process: P28, Page Referenced: 3, Page-in-memory: 31
[0:011.9] Process: P59, Page Referenced: 1, Page-in-memory: 68
[0:011.9] Process: P99, Page Referenced: 16, Page-in-memory: 27, Process Evicted: 99
[0:011.9] Process: P16, Page Referenced: 30, Page-in-memory: 28, Process Evicted: 88
[0:011.9] Process: P36, Page Referenced: 6, Page-in-memory: 64
[0:011.9] Process: P79, Page Referenced: 16, Page-in-memory: 73
[0:011.9] Process: P86, Page Referenced: 5, Page-in-memory: 29, Process Evicted: 7
[0:011.9] Process: P92, Page Referenced: 1, Page-in-memory: 80
[0:011.9] Process: P33, Page Referenced: 19, Page-in-memory: 26
[0:011.9] Process: P128, Page Referenced: 15, Page-in-memory: 30, Process Evicted: 9
[0:012.0] Process: P20, Page Referenced: 2, Page-in-memory: 93
[0:012.0] Process: P88, Page Referenced: 25, Page-in-memory: 95
[0:012.0] Process: P28, Page Referenced: 0, Page-in-memory: 0
[0:012.0] Process: P59, Page Referenced: 2, Page-in-memory: 36
[0:012.0] Process: P99, Page Referenced: 16, Page-in-memory: 27
[0:012.0] Process: P16, Page Referenced: 29, Page-in-memory: 31, Process Evicted: 28
[0:012.0] Process: P36, Page Referenced: 7, Page-in-memory: 70
[0:012.0] Process: P79, Page Referenced: 17, Page-in-memory: 85
[0:012.0] Process: P86, Page Referenced: 4, Page-in-memory: 25
[0:012.0] Process: P92, Page Referenced: 16, Page-in-memory: 32, Process Evicted: 99
[0:012.0] Process: P33, Page Referenced: 20, Page-in-memory: 14
[0:012.0] Process: P128, Page Referenced: 16, Page-in-memory: 24
[0:012.0] Process: P90, Enter, Size: 5, Service Duration: 4
Memory-map: P90P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P115P88P28P59P99P115P88P9P59P88P99P15P88P7P9P115P28P115P16P9P28P16P88P9P115P36P79P121P9P28P115P36P86P88P9P59P16P36P86P92P79P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:012.1] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:012.1] Process: P88, Page Referenced: 24, Page-in-memory: 91
[0:012.1] Process: P28, Page Referenced: 10, Page-in-memory: 23
[0:012.1] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: P99, Page Referenced: 11, Page-in-memory: 78
[0:012.1] Process: P16, Page Referenced: 30, Page-in-memory: 28
[0:012.1] Process: P36, Page Referenced: 6, Page-in-memory: 64
[0:012.1] Process: P79, Page Referenced: 18, Page-in-memory: 33, Process Evicted: 115
[0:012.1] Process: P86, Page Referenced: 3, Page-in-memory: 34, Process Evicted: 88
[0:012.1] Process: P92, Page Referenced: 17, Page-in-memory: 35, Process Evicted: 28
[0:012.1] Process: P33, Page Referenced: 21, Page-in-memory: 36, Process Evicted: 59
[0:012.1] Process: P128, Page Referenced: 11, Page-in-memory: 37, Process Evicted: 99
[0:012.1] Process: P90, Page Referenced: 3, Page-in-memory: 38, Process Evicted: 115
[0:012.2] Process: P20, Page Referenced: 1, Page-in-memory: 86
[0:012.2] Process: P88, Page Referenced: 28, Page-in-memory: 39, Process Evicted: 88
[0:012.2] Process: P28, Page Referenced: 11, Page-in-memory: 40, Process Evicted: 9
[0:012.2] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: P99, Page Referenced: 12, Page-in-memory: 82
[0:012.2] Process: P16, Page Referenced: 18, Page-in-memory: 83
[0:012.2] Process: P36, Page Referenced: 7, Page-in-memory: 70
[0:012.2] Process: P79, Page Referenced: 6, Page-in-memory: 90
[0:012.2] Process: P86, Page Referenced: 2, Page-in-memory: 41, Process Evicted: 59
[0:012.2] Process: P92, Page Referenced: 17, Page-in-memory: 35
[0:012.2] Process: P33, Page Referenced: 21, Page-in-memory: 36
[0:012.2] Process: P128, Page Referenced: 10, Page-in-memory: 42, Process Evicted: 88
[0:012.2] Process: P90, Page Referenced: 1, Page-in-memory: 43, Process Evicted: 99
[0:012.3] Process: P20, Page Referenced: 3, Page-in-memory: 99
[0:012.3] Process: P88, Page Referenced: 27, Page-in-memory: 21
[0:012.3] Process: P28, Exit, Size: 11, Service Duration: 3
Memory-map: P90P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P15P88P7P9P115P28P115P16P9P28P16P88P9P115P36P79P121P9P28P115P36P86P88P9P59P16P36P86P92P79P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:012.3] Process: P59, Page Referenced: 2, Page-in-memory: 36
[0:012.3] Process: P99, Page Referenced: 12, Page-in-memory: 82
[0:012.3] Process: P16, Page Referenced: 19, Page-in-memory: 88
[0:012.3] Process: P36, Page Referenced: 7, Page-in-memory: 70
[0:012.3] Process: P79, Page Referenced: 7, Page-in-memory: 44, Process Evicted: 15
[0:012.3] Process: P86, Page Referenced: 6, Page-in-memory: 45, Process Evicted: 88
[0:012.3] Process: P92, Page Referenced: 18, Page-in-memory: 46, Process Evicted: 7
[0:012.3] Process: P33, Page Referenced: 28, Page-in-memory: 47, Process Evicted: 9
[0:012.3] Process: P128, Page Referenced: 14, Page-in-memory: 48, Process Evicted: 115
[0:012.3] Process: P90, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:012.4] Process: P88, Page Referenced: 24, Page-in-memory: 91
[0:012.4] Process: P59, Page Referenced: 4, Page-in-memory: 24
[0:012.4] Process: P99, Page Referenced: 4, Page-in-memory: 5
[0:012.4] Process: P16, Page Referenced: 12, Page-in-memory: 49, Process Evicted: 28
[0:012.4] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:012.4] Process: P79, Page Referenced: 6, Page-in-memory: 90
[0:012.4] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:012.4] Process: P92, Page Referenced: 18, Page-in-memory: 46
[0:012.4] Process: P33, Page Referenced: 28, Page-in-memory: 47
[0:012.4] Process: P128, Page Referenced: 5, Page-in-memory: 50, Process Evicted: 115
[0:012.4] Process: P90, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:012.5] Process: P88, Page Referenced: 23, Page-in-memory: 16
[0:012.5] Process: P59, Page Referenced: 3, Page-in-memory: 41
[0:012.5] Process: P99, Page Referenced: 2, Page-in-memory: 51, Process Evicted: 16
[0:012.5] Process: P16, Page Referenced: 11, Page-in-memory: 52, Process Evicted: 9
[0:012.5] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:012.5] Process: P79, Page Referenced: 15, Page-in-memory: 53, Process Evicted: 28
[0:012.5] Process: P86, Page Referenced: 8, Page-in-memory: 54, Process Evicted: 16
[0:012.5] Process: P92, Page Referenced: 4, Page-in-memory: 72
[0:012.5] Process: P33, Page Referenced: 28, Page-in-memory: 47
[0:012.5] Process: P128, Page Referenced: 6, Page-in-memory: 55, Process Evicted: 88
[0:012.5] Process: P90, Page Referenced: 1, Page-in-memory: 43
[0:012.6] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:012.6] Process: P88, Page Referenced: 24, Page-in-memory: 91
[0:012.6] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: P99, Page Referenced: 7, Page-in-memory: 27
[0:012.6] Process: P16, Page Referenced: 30, Page-in-memory: 28
[0:012.6] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:012.6] Process: P79, Page Referenced: 4, Page-in-memory: 56, Process Evicted: 9
[0:012.6] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:012.6] Process: P92, Page Referenced: 5, Page-in-memory: 74
[0:012.6] Process: P33, Page Referenced: 5, Page-in-memory: 57, Process Evicted: 115
[0:012.6] Process: P128, Page Referenced: 7, Page-in-memory: 58, Process Evicted: 36
[0:012.6] Process: P90, Page Referenced: 0, Page-in-memory: 0
[0:012.7] Process: P20, Page Referenced: 5, Page-in-memory: 20
[0:012.7] Process: P88, Page Referenced: 23, Page-in-memory: 16
[0:012.7] Process: P59, Page Referenced: 4, Page-in-memory: 24
[0:012.7] Process: P99, Page Referenced: 8, Page-in-memory: 37
[0:012.7] Process: P16, Page Referenced: 31, Page-in-memory: 59, Process Evicted: 79
[0:012.7] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:012.7] Process: P79, Page Referenced: 4, Page-in-memory: 56
[0:012.7] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:012.7] Process: P92, Page Referenced: 6, Page-in-memory: 60, Process Evicted: 121
[0:012.7] Process: P33, Page Referenced: 5, Page-in-memory: 57
[0:012.7] Process: P128, Page Referenced: 6, Page-in-memory: 55
[0:012.7] Process: P90, Page Referenced: 4, Page-in-memory: 61, Process Evicted: 9
[0:012.8] Process: P20, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: P88, Page Referenced: 23, Page-in-memory: 16
[0:012.8] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: P99, Page Referenced: 3, Page-in-memory: 11
[0:012.8] Process: P16, Page Referenced: 32, Page-in-memory: 62, Process Evicted: 28
[0:012.8] Process: P36, Page Referenced: 9, Page-in-memory: 58
[0:012.8] Process: P79, Page Referenced: 10, Page-in-memory: 63, Process Evicted: 115
[0:012.8] Process: P86, Page Referenced: 14, Page-in-memory: 64, Process Evicted: 36
[0:012.8] Process: P92, Page Referenced: 6, Page-in-memory: 60
[0:012.8] Process: P33, Page Referenced: 24, Page-in-memory: 65, Process Evicted: 86
[0:012.8] Process: P128, Page Referenced: 7, Page-in-memory: 58
[0:012.8] Process: P90, Page Referenced: 2, Page-in-memory: 66, Process Evicted: 88
[0:012.9] Process: P20, Page Referenced: 4, Page-in-memory: 16
[0:012.9] Process: P88, Page Referenced: 22, Page-in-memory: 10
[0:012.9] Process: P59, Page Referenced: 4, Page-in-memory: 24
[0:012.9] Process: P99, Page Referenced: 3, Page-in-memory: 11
[0:012.9] Process: P16, Page Referenced: 29, Page-in-memory: 31
[0:012.9] Process: P36, Page Referenced: 3, Page-in-memory: 7
[0:012.9] Process: P79, Page Referenced: 11, Page-in-memory: 67, Process Evicted: 9
[0:012.9] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:012.9] Process: P92, Page Referenced: 5, Page-in-memory: 74
[0:012.9] Process: P33, Page Referenced: 23, Page-in-memory: 68, Process Evicted: 59
[0:012.9] Process: P128, Page Referenced: 6, Page-in-memory: 55
[0:012.9] Process: P90, Page Referenced: 2, Page-in-memory: 66
[0:013.0] Process: P20, Page Referenced: 5, Page-in-memory: 20
[0:013.0] Process: P88, Page Referenced: 28, Page-in-memory: 39
[0:013.0] Process: P59, Page Referenced: 4, Page-in-memory: 24
[0:013.0] Process: P99, Page Referenced: 4, Page-in-memory: 5
[0:013.0] Process: P16, Page Referenced: 28, Page-in-memory: 69, Process Evicted: 16
[0:013.0] Process: P36, Page Referenced: 3, Page-in-memory: 7
[0:013.0] Process: P79, Page Referenced: 2, Page-in-memory: 70, Process Evicted: 36
[0:013.0] Process: P86, Page Referenced: 11, Page-in-memory: 18
[0:013.0] Process: P92, Page Referenced: 4, Page-in-memory: 72
[0:013.0] Process: P33, Page Referenced: 7, Page-in-memory: 71, Process Evicted: 86
[0:013.0] Process: P128, Page Referenced: 3, Page-in-memory: 72, Process Evicted: 92
[0:013.0] Process: P90, Page Referenced: 4, Page-in-memory: 61
[0:013.0] Process: P27, Enter, Size: 5, Service Duration: 1
Memory-map: P27P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P79P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.1] Process: P20, Exit, Size: 5, Service Duration: 5
Memory-map: P27P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P79P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.1] Process: P88, Page Referenced: 5, Page-in-memory: 73, Process Evicted: 79
[0:013.1] Process: P59, Page Referenced: 2, Page-in-memory: 36
[0:013.1] Process: P99, Page Referenced: 2, Page-in-memory: 51
[0:013.1] Process: P16, Exit, Size: 31, Service Duration: 3
Memory-map: P27P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P92P88P9P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.1] Process: P36, Page Referenced: 2, Page-in-memory: 84
[0:013.1] Process: P79, Page Referenced: 1, Page-in-memory: 74, Process Evicted: 92
[0:013.1] Process: P86, Page Referenced: 8, Page-in-memory: 54
[0:013.1] Process: P92, Page Referenced: 4, Page-in-memory: 72
[0:013.1] Process: P33, Page Referenced: 6, Page-in-memory: 75, Process Evicted: 88
[0:013.1] Process: P128, Page Referenced: 6, Page-in-memory: 55
[0:013.1] Process: P90, Page Referenced: 2, Page-in-memory: 66
[0:013.1] Process: P27, Page Referenced: 1, Page-in-memory: 76, Process Evicted: 9
[0:013.1] Process: P91, Enter, Size: 11, Service Duration: 5
Memory-map: P91P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P79P33P27P28P99P86P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.2] Process: P88, Page Referenced: 1, Page-in-memory: 77, Process Evicted: 28
[0:013.2] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:013.2] Process: P99, Page Referenced: 2, Page-in-memory: 51
[0:013.2] Process: P36, Page Referenced: 10, Page-in-memory: 17
[0:013.2] Process: P79, Page Referenced: 9, Page-in-memory: 78, Process Evicted: 99
[0:013.2] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:013.2] Process: P92, Page Referenced: 4, Page-in-memory: 72
[0:013.2] Process: P33, Page Referenced: 3, Page-in-memory: 79, Process Evicted: 86
[0:013.2] Process: P128, Exit, Size: 17, Service Duration: 2
Memory-map: P91P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P79P33P27P88P79P33P92P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.2] Process: P90, Page Referenced: 4, Page-in-memory: 61
[0:013.2] Process: P27, Page Referenced: 4, Page-in-memory: 80, Process Evicted: 92
[0:013.2] Process: P91, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: P88, Exit, Size: 31, Service Duration: 5
Memory-map: P91P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P79P33P27P88P79P33P27P88P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.3] Process: P59, Page Referenced: 2, Page-in-memory: 36
[0:013.3] Process: P99, Page Referenced: 13, Page-in-memory: 87
[0:013.3] Process: P36, Page Referenced: 11, Page-in-memory: 81, Process Evicted: 88
[0:013.3] Process: P79, Exit, Size: 17, Service Duration: 3
Memory-map: P91P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P79P33P27P88P79P33P27P36P99P16P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
[0:013.3] Process: P86, Page Referenced: 7, Page-in-memory: 8
[0:013.3] Process: P92, Page Referenced: 1, Page-in-memory: 80
[0:013.3] Process: P33, Page Referenced: 2, Page-in-memory: 82, Process Evicted: 99
[0:013.3] Process: P90, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: P27, Page Referenced: 4, Page-in-memory: 80
[0:013.3] Process: P91, Page Referenced: 6, Page-in-memory: 83, Process Evicted: 16
[0:013.4] Process: P59, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: P99, Page Referenced: 13, Page-in-memory: 87
[0:013.4] Process: P36, Page Referenced: 10, Page-in-memory: 17
[0:013.4] Process: P86, Exit, Size: 17, Service Duration: 3
Memory-map: P91P16P36P79P92P99P16P36P86P33P88P99P86P92P33P128P88P36P86P92P33P88P16P92P128P86P33P99P16P86P128P16P92P79P86P92P33P128P90P88P28P86P128P90P79P86P92P33P128P16P128P99P16P79P86P128P79P33P128P16P92P90P16P79P86P33P90P79P33P16P79P33P128P88P79P33P27P88P79P33P27P36P33P91P36P79P59P99P16P36P79P92P86P92P36P79P99P92P33P128
