----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:032.1] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:032.1] Process: R, Enter, Size: 17, Service Duration: 1
Memory-map: RBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZElEKR6SE6ESaSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:032.2] Process: F, Exit, Size: 11, Service Duration: 4
Memory-map: RBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZElEKR6SE6ESaSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:032.2] Process: M, Exit, Size: 5, Service Duration: 3
Memory-map: RBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZElEKR6SE6ESaSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:032.2] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:032.2] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:032.2] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.2] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:032.2] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:032.2] Process: R, Page Referenced: 1, Page-in-memory: 58, Process Evicted: E
[0:032.3] Process: g, Page Referenced: 1, Page-in-memory: 38
[0:032.3] Process: r, Page Referenced: 1, Page-in-memory: 46
[0:032.3] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.3] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:032.3] Process: J, Page Referenced: 13, Page-in-memory: 59, Process Evicted: l
[0:032.3] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:032.4] Process: g, Page Referenced: 10, Page-in-memory: 40
[0:032.4] Process: r, Page Referenced: 1, Page-in-memory: 46
[0:032.4] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.4] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:032.4] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:032.4] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:032.5] Process: g, Page Referenced: 9, Page-in-memory: 50
[0:032.5] Process: r, Page Referenced: 3, Page-in-memory: 60, Process Evicted: E
[0:032.5] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.5] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:032.5] Process: J, Page Referenced: 6, Page-in-memory: 61, Process Evicted: K
[0:032.5] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:032.6] Process: g, Page Referenced: 8, Page-in-memory: 62, Process Evicted: R
[0:032.6] Process: r, Page Referenced: 4, Page-in-memory: 39
[0:032.6] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.6] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:032.6] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:032.6] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:032.7] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:032.7] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:032.7] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:032.7] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:032.7] Process: J, Page Referenced: 16, Page-in-memory: 63, Process Evicted: 6
[0:032.7] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:032.8] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:032.8] Process: r, Page Referenced: 1, Page-in-memory: 46
[0:032.8] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:032.8] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:032.8] Process: J, Page Referenced: 4, Page-in-memory: 64, Process Evicted: S
[0:032.8] Process: R, Page Referenced: 14, Page-in-memory: 65, Process Evicted: E
[0:032.9] Process: g, Page Referenced: 10, Page-in-memory: 40
[0:032.9] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:032.9] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:032.9] Process: Z, Page Referenced: 1, Page-in-memory: 66, Process Evicted: 6
[0:032.9] Process: J, Page Referenced: 13, Page-in-memory: 59
[0:032.9] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:033.0] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:033.0] Process: r, Page Referenced: 1, Page-in-memory: 46
[0:033.0] Process: O, Page Referenced: 3, Page-in-memory: 56
[0:033.0] Process: Z, Page Referenced: 2, Page-in-memory: 57
[0:033.0] Process: J, Page Referenced: 1, Page-in-memory: 67, Process Evicted: E
[0:033.0] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:033.0] Process: 5, Enter, Size: 11, Service Duration: 4
Memory-map: 5BYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJSaSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:033.1] Process: g, Page Referenced: 4, Page-in-memory: 68, Process Evicted: S
[0:033.1] Process: r, Page Referenced: 4, Page-in-memory: 39
[0:033.1] Process: O, Page Referenced: 1, Page-in-memory: 52
[0:033.1] Process: Z, Page Referenced: 2, Page-in-memory: 57
[0:033.1] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:033.1] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:033.1] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:033.1] Process: Q, Enter, Size: 11, Service Duration: 4
Memory-map: QBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgaSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:033.2] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:033.2] Process: r, Page Referenced: 4, Page-in-memory: 39
[0:033.2] Process: O, Page Referenced: 2, Page-in-memory: 69, Process Evicted: a
[0:033.2] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:033.2] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:033.2] Process: R, Exit, Size: 17, Service Duration: 1
Memory-map: QBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOSaE66aSBaBDaDDDBDpDBDBpDpDYpYY
[0:033.2] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:033.2] Process: Q, Page Referenced: 10, Page-in-memory: 70, Process Evicted: S
[0:033.3] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:033.3] Process: r, Page Referenced: 3, Page-in-memory: 60
[0:033.3] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:033.3] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:033.3] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:033.3] Process: 5, Page Referenced: 1, Page-in-memory: 71, Process Evicted: a
[0:033.3] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:033.4] Process: g, Page Referenced: 1, Page-in-memory: 38
[0:033.4] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:033.4] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:033.4] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:033.4] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:033.4] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:033.4] Process: Q, Page Referenced: 1, Page-in-memory: 72, Process Evicted: E
[0:033.5] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:033.5] Process: r, Page Referenced: 4, Page-in-memory: 39
[0:033.5] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:033.5] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:033.5] Process: J, Page Referenced: 8, Page-in-memory: 73, Process Evicted: 6
[0:033.5] Process: 5, Page Referenced: 3, Page-in-memory: 74, Process Evicted: 6
[0:033.5] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:033.6] Process: g, Page Referenced: 5, Page-in-memory: 45
[0:033.6] Process: r, Page Referenced: 1, Page-in-memory: 46
[0:033.6] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:033.6] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:033.6] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:033.6] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:033.6] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:033.7] Process: g, Page Referenced: 1, Page-in-memory: 38
[0:033.7] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:033.7] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:033.7] Process: Z, Page Referenced: 1, Page-in-memory: 66
[0:033.7] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:033.7] Process: 5, Page Referenced: 10, Page-in-memory: 75, Process Evicted: a
[0:033.7] Process: Q, Page Referenced: 4, Page-in-memory: 76, Process Evicted: S
[0:033.8] Process: g, Page Referenced: 1, Page-in-memory: 38
[0:033.8] Process: r, Page Referenced: 2, Page-in-memory: 49
[0:033.8] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:033.8] Process: Z, Page Referenced: 1, Page-in-memory: 66
[0:033.8] Process: J, Page Referenced: 1, Page-in-memory: 67
[0:033.8] Process: 5, Page Referenced: 2, Page-in-memory: 77, Process Evicted: B
[0:033.8] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:033.9] Process: g, Page Referenced: 0, Page-in-memory: 0
[0:033.9] Process: r, Page Referenced: 2, Page-in-memory: 49
[0:033.9] Process: O, Page Referenced: 1, Page-in-memory: 52
[0:033.9] Process: Z, Page Referenced: 3, Page-in-memory: 51
[0:033.9] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:033.9] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:033.9] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:034.0] Process: g, Page Referenced: 10, Page-in-memory: 40
[0:034.0] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:034.0] Process: O, Page Referenced: 4, Page-in-memory: 55
[0:034.0] Process: Z, Page Referenced: 4, Page-in-memory: 53
[0:034.0] Process: J, Page Referenced: 1, Page-in-memory: 67
[0:034.0] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:034.0] Process: Q, Page Referenced: 1, Page-in-memory: 72
[0:034.0] Process: s, Enter, Size: 17, Service Duration: 3
Memory-map: sBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q5aBDaDDDBDpDBDBpDpDYpYY
[0:034.1] Process: g, Exit, Size: 11, Service Duration: 4
Memory-map: sBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q5aBDaDDDBDpDBDBpDpDYpYY
[0:034.1] Process: r, Page Referenced: 4, Page-in-memory: 39
[0:034.1] Process: O, Exit, Size: 5, Service Duration: 3
Memory-map: sBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q5aBDaDDDBDpDBDBpDpDYpYY
[0:034.1] Process: Z, Page Referenced: 2, Page-in-memory: 57
[0:034.1] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:034.1] Process: 5, Page Referenced: 5, Page-in-memory: 78, Process Evicted: a
[0:034.1] Process: Q, Page Referenced: 8, Page-in-memory: 79, Process Evicted: B
[0:034.1] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:034.2] Process: r, Exit, Size: 5, Service Duration: 4
Memory-map: sBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QDaDDDBDpDBDBpDpDYpYY
[0:034.2] Process: Z, Exit, Size: 5, Service Duration: 3
Memory-map: sBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QDaDDDBDpDBDBpDpDYpYY
[0:034.2] Process: J, Page Referenced: 12, Page-in-memory: 80, Process Evicted: D
[0:034.2] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:034.2] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:034.2] Process: s, Page Referenced: 1, Page-in-memory: 81, Process Evicted: a
[0:034.3] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:034.3] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:034.3] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:034.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:034.4] Process: J, Page Referenced: 1, Page-in-memory: 67
[0:034.4] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:034.4] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:034.4] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:034.5] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:034.5] Process: 5, Page Referenced: 9, Page-in-memory: 82, Process Evicted: D
[0:034.5] Process: Q, Page Referenced: 3, Page-in-memory: 83, Process Evicted: D
[0:034.5] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:034.6] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:034.6] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:034.6] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:034.6] Process: s, Page Referenced: 16, Page-in-memory: 84, Process Evicted: D
[0:034.7] Process: J, Page Referenced: 16, Page-in-memory: 63
[0:034.7] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:034.7] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:034.7] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:034.8] Process: J, Page Referenced: 1, Page-in-memory: 67
[0:034.8] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:034.8] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:034.8] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:034.9] Process: J, Page Referenced: 9, Page-in-memory: 85, Process Evicted: B
[0:034.9] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:034.9] Process: Q, Page Referenced: 7, Page-in-memory: 86, Process Evicted: D
[0:034.9] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:035.0] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:035.0] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:035.0] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:035.0] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:035.0] Process: v, Enter, Size: 31, Service Duration: 4
Memory-map: vBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQpDBDBpDpDYpYY
[0:035.1] Process: J, Exit, Size: 17, Service Duration: 3
Memory-map: vBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQpDBDBpDpDYpYY
[0:035.1] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:035.1] Process: Q, Page Referenced: 1, Page-in-memory: 72
[0:035.1] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:035.1] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:035.1] Process: 8, Enter, Size: 31, Service Duration: 1
Memory-map: 8BYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQpDBDBpDpDYpYY
[0:035.2] Process: 5, Page Referenced: 4, Page-in-memory: 87, Process Evicted: p
[0:035.2] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:035.2] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:035.2] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:035.2] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:035.2] Process: R, Enter, Size: 5, Service Duration: 4
Memory-map: RBYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQ5DBDBpDpDYpYY
[0:035.3] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:035.3] Process: Q, Page Referenced: 1, Page-in-memory: 72
[0:035.3] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:035.3] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:035.3] Process: 8, Page Referenced: 26, Page-in-memory: 88, Process Evicted: D
[0:035.3] Process: R, Page Referenced: 4, Page-in-memory: 89, Process Evicted: B
[0:035.4] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:035.4] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:035.4] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:035.4] Process: v, Page Referenced: 2, Page-in-memory: 90, Process Evicted: D
[0:035.4] Process: 8, Page Referenced: 22, Page-in-memory: 91, Process Evicted: B
[0:035.4] Process: R, Page Referenced: 4, Page-in-memory: 89
[0:035.5] Process: 5, Page Referenced: 7, Page-in-memory: 92, Process Evicted: p
[0:035.5] Process: Q, Page Referenced: 3, Page-in-memory: 83
[0:035.5] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:035.5] Process: v, Page Referenced: 17, Page-in-memory: 93, Process Evicted: D
[0:035.5] Process: 8, Page Referenced: 1, Page-in-memory: 94, Process Evicted: p
[0:035.5] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:035.6] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:035.6] Process: Q, Page Referenced: 3, Page-in-memory: 83
[0:035.6] Process: s, Page Referenced: 3, Page-in-memory: 95, Process Evicted: D
[0:035.6] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:035.6] Process: 8, Page Referenced: 1, Page-in-memory: 94
[0:035.6] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:035.7] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:035.7] Process: Q, Page Referenced: 1, Page-in-memory: 72
[0:035.7] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:035.7] Process: v, Page Referenced: 30, Page-in-memory: 96, Process Evicted: Y
[0:035.7] Process: 8, Page Referenced: 24, Page-in-memory: 97, Process Evicted: p
[0:035.7] Process: R, Page Referenced: 4, Page-in-memory: 89
[0:035.8] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:035.8] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:035.8] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:035.8] Process: v, Page Referenced: 1, Page-in-memory: 98, Process Evicted: Y
[0:035.8] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:035.8] Process: R, Page Referenced: 2, Page-in-memory: 99, Process Evicted: Y
[0:035.9] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:035.9] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:035.9] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:035.9] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:035.9] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:035.9] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.0] Process: 5, Page Referenced: 10, Page-in-memory: 75
[0:036.0] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:036.0] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:036.0] Process: v, Page Referenced: 30, Page-in-memory: 96
[0:036.0] Process: 8, Page Referenced: 1, Page-in-memory: 94
[0:036.0] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.0] Process: 1, Enter, Size: 31, Service Duration: 2
Memory-map: 1BYZIIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQ58Rv85v8sv8vR
[0:036.1] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:036.1] Process: Q, Page Referenced: 8, Page-in-memory: 79
[0:036.1] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:036.1] Process: v, Page Referenced: 27, Page-in-memory: 1, Process Evicted: B
[0:036.1] Process: 8, Page Referenced: 1, Page-in-memory: 94
[0:036.1] Process: R, Page Referenced: 1, Page-in-memory: 2, Process Evicted: Y
[0:036.1] Process: 1, Page Referenced: 30, Page-in-memory: 3, Process Evicted: Z
[0:036.2] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:036.2] Process: Q, Page Referenced: 1, Page-in-memory: 72
[0:036.2] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:036.2] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:036.2] Process: 8, Exit, Size: 31, Service Duration: 1
Memory-map: 1vR1IIBIZIIxFxHFHDYIBFDFDIYFHUMMMHUUMFgrghhWFgrWWrgZOZgOOZRJrJgJJRZJgOQ5QJ55Q55QJs5QsJQ58Rv85v8sv8vR
[0:036.2] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.2] Process: 1, Page Referenced: 30, Page-in-memory: 3
[0:036.3] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:036.3] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:036.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:036.3] Process: v, Page Referenced: 30, Page-in-memory: 96
[0:036.3] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.3] Process: 1, Page Referenced: 1, Page-in-memory: 4, Process Evicted: I
[0:036.4] Process: 5, Page Referenced: 6, Page-in-memory: 5, Process Evicted: I
[0:036.4] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:036.4] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:036.4] Process: v, Page Referenced: 1, Page-in-memory: 98
[0:036.4] Process: R, Page Referenced: 4, Page-in-memory: 89
[0:036.4] Process: 1, Page Referenced: 0, Page-in-memory: 0
[0:036.5] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:036.5] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:036.5] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:036.5] Process: v, Page Referenced: 30, Page-in-memory: 96
[0:036.5] Process: R, Page Referenced: 3, Page-in-memory: 6, Process Evicted: B
[0:036.5] Process: 1, Page Referenced: 19, Page-in-memory: 7, Process Evicted: I
[0:036.6] Process: 5, Page Referenced: 1, Page-in-memory: 71
[0:036.6] Process: Q, Page Referenced: 6, Page-in-memory: 8, Process Evicted: Z
[0:036.6] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:036.6] Process: v, Page Referenced: 21, Page-in-memory: 9, Process Evicted: I
[0:036.6] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.6] Process: 1, Page Referenced: 14, Page-in-memory: 10, Process Evicted: I
[0:036.7] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:036.7] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:036.7] Process: s, Page Referenced: 16, Page-in-memory: 84
[0:036.7] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:036.7] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.7] Process: 1, Page Referenced: 1, Page-in-memory: 4
[0:036.8] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:036.8] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:036.8] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:036.8] Process: v, Page Referenced: 1, Page-in-memory: 98
[0:036.8] Process: R, Page Referenced: 4, Page-in-memory: 89
[0:036.8] Process: 1, Page Referenced: 0, Page-in-memory: 0
[0:036.9] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:036.9] Process: Q, Page Referenced: 10, Page-in-memory: 70
[0:036.9] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:036.9] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:036.9] Process: R, Page Referenced: 0, Page-in-memory: 0
[0:036.9] Process: 1, Page Referenced: 30, Page-in-memory: 3
[0:037.0] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:037.0] Process: Q, Page Referenced: 0, Page-in-memory: 0
[0:037.0] Process: s, Page Referenced: 1, Page-in-memory: 81
[0:037.0] Process: v, Page Referenced: 1, Page-in-memory: 98
